,label,tweet
6043,fear,"['username', 'seram', 'baca', 'replyannya', 'daftarnya', 'tekkim', 'suka', 'kimia', 'lolos', 'untung', 'nyasar', 'farmasi', 'fisikanya']"
6044,joy,"['pemekaran', 'administratif', 'ridwankamil']"
6045,trust,"['pengacara', 'setya', 'novanto', 'sembunyi', 'beliau', 'ikhlas', 'diperkosa', 'haknya']"
6046,joy,"['ikhalis', 'cholilnafis', 'sbyudhoyono', 'sodakoh', 'speda', 'bukuh', 'zakat', 'sembako', 'beras', 'penjela']"
6047,anticipation,['desa']
6048,anger,"['fuck', 'lol', 'jatuhin', 'agnezmo', 'ha', 'ha']"
6049,trust,"['ramlirizal', 'andai', 'prabowo', 'negarawan', 'sejati', 'mencalonkan', 'ramlirizal', 'indonesia', 'berjaya']"
6050,joy,"['waw', 'suka']"
6051,disgust,"['kabarfz', 'gerindra', 'fadlizon', 'ciye', 'hasad', 'riya', 'partai', 'kepilih', 'marah', 'jatah', 'ahahaha']"
6052,sadness,"['manusia', 'phobia', 'sempit', 'sesak', 'liat', 'penyelamatan', 'anak', 'anak', 'terjebak', 'thailand', 'berdoa', 'merinding', 'nangis', 'bergidik', 'liat', 'medannya']"
6053,sadness,"['akun', 'dibajak', 'namanya', 'diubah', 'mengembalikan', 'nama', 'dibutuhkan', 'tanda', 'pengenal', 'memberikannya']"
6054,joy,"['terimakasih', 'sahabat', 'laskar', 'bali', 'cintamu', 'cakimin', 'indonesia', 'pribadi']"
6055,sadness,"['aduh', 'deh', 'sempet', 'share', 'anak', 'ku', 'suka', 'mcd', 'beruntung', 'sempet', 'ragu', 'dicoba', 'wkwkwk']"
6056,sadness,"['ridwanosz', 'mas', 'ridwan', 'maaf', 'ketidaknyamanannya', 'terkait', 'akses', 'data', 'coba', 'on', 'off']"
6057,joy,"['dirgahayu', 'pbpmii', 'semoga', 'membumikan', 'islam', 'aswaja', 'kampus', 'beraneka', 'menyebut', 'pmii']"
6058,anticipation,"['kue', 'tartnya', 'berapaan']"
6059,anger,"['fadli', 'zhon', 'relepansi', 'alasan', 'cari', 'uu', 'terorisme', 'godok', 'dpr', 'bodoh']"
6060,anger,"['fadlizon', 'dpr_ri', 'gerindra', 'ngaruh', 'setuju', 'perpu', 'undang', 'unda']"
6061,trust,"['tahukah', 'salah', 'ciri', 'makeup', 'wanita', 'korea', 'natural', 'lampau', 'periode', 'dinasti', 'joseon', 'wanita', 'korea', 'memilih', 'merawat', 'kulit', 'bahan', 'bahan', 'alami', 'menjaga', 'kulit', 'wajah', 'bersih', 'sehat', 'tertarik', 'riasan', 'wanita', 'korea', 'dinasti', 'joseon', 'merekomendasikan', 'novel', 'klasik', 'berjudul', 'yeoyonggukjeon', 'berisi', 'peralatan', 'kecantikan', 'wanita', 'korea', 'periode']"
6062,sadness,"['dilumuri', 'gobloo', 'dipisah', 'disuru', 'bayar', 'panteq']"
6063,surprise,"['sale', 'yantra', 'xvii', 'fishtail', 'parka', 'jacket', 'idr', 'size', 'detail', 'made', 'of', 'middle', 'weight', 'twill', 'cotton', 'plastisol', 'ink', 'printed', 'on', 'front', 'back', 'arms', 'chest', 'pocket', 'unique', 'parka', 'silhouette', 'how', 'to', 'order', 'isi', 'data', 'nama', 'telepon', 'alamat', 'kode', 'barang', 'ukuran', 'barang', 'kirimkan', 'line', 'id', 'kylq', 'whatsapp', 'visit', 'instagram', 'dreambirdsjakarta', 'for', 'more', 'info']"
6064,fear,"['gagal', 'verifikasi', 'pembayaran', 'kirim', 'lapor', 'pesan', 'facebook', 'email', 'telepon', 'call', 'center', 'dibilang', 'sibuk', 'gagal', 'verifikasi', 'pembayaran', 'statusnya', 'denda', 'pembayaran', 'jatuh', 'tempo', 'tolong', 'respon', 'update', 'status', 'layanan', 'pelaganan', 'kuk', 'direspon']"
6065,trust,"['bu', 'presiden', 'koruptor', 'tenggelamkan']"
6066,sadness,"['nb', 'anak', 'didikmu', 'menyukai', 'sikapmu', 'ubah', 'kasihan', 'menerima', 'engkau', 'mengajar', 'egois', 'mencontohmu', 'pakbuk', 'curhatvan']"
6067,joy,"['terimakasih', 'merespon', 'mari', 'selamatkan', 'lingkungan', 'air', 'limbah', 'limbah', 'sampah', 'berbahaya', 'selamt', 'lingkungan', 'hidup']"
6068,anger,"['facebook', 'dihack', 'tdak', 'bertanggung', 'jjawab', 'ny', 'mndapt', 'facebook', 'facebook', 'dimatikan']"
6069,joy,"['selamat', 'paskah', 'jonan', 'penuh', 'berkat', 'pelayananmu', 'indonesia']"
6070,disgust,"['ridwan', 'cocok', 'nyanyi', 'lagu', 'india']"
6071,disgust,"['gerindra', 'al_fatih__', 'prabowo', 'cebong', 'berita', 'kepanasan', 'janjinya', 'saa']"
6072,joy,"['produk', 'terbaik', 'menghadirkan', 'layanan', 'terbaik', 'nasabah', 'email', 'center', 'care', 'bni', 'life', 'co', 'id', 'call', 'center', 'permintaan', 'keluhan', 'senang', 'hati', 'bukti', 'dedikasi', 'tahun', 'mail', 'center', 'call', 'center', 'bni', 'life', 'menerima', 'penghargaan', 'contact', 'center', 'award', 'bni', 'life', 'melindungi', 'setulus', 'hati', 'mensejahterakan', 'kehidupan', 'bangsa']"
6073,trust,"['zulkifli', 'hasan', 'berharap', 'cakiminow', 'cawapres', 'jokowi', 'dpp_pkb', 'kadir_karding']"
6074,fear,"['like', 'status', 'like', 'status', 'fp', 'waktu']"
6075,anticipation,"['pernyataan', 'sby', 'terkait', 'teror', 'bom', 'gereja', 'surabaya', 'via', 'youtube']"
6076,joy,"['jokowi', 'ziarah', 'makam', 'bani', 'kamprer', 'cakiminow', 'ziarah', 'makam', 'bani', 'kampret']"
6077,sadness,"['kayaknya', 'shopee', 'nitip', 'akun', 'deh', 'irit', 'ongkir', 'nitip', 'firsta', 'pesan', 'lenti', 'donghan', 'boneka', 'pokemon']"
6078,joy,"['brurjali', 'gerindra', 'official_pan', 'pbb', 'pksejahtera', 'menjadikan', 'jokowi', 'dicintai', 'rak']"
6079,anger,"['memaksa', 'kenal', 'memaksa', 'ml', 'suka', 'chat', 'pernh', 'balas', 'giliran', 'balas', 'sakit', 'hahaha', 'makan', 'tuh', 'ucapan', 'sendri']"
6080,trust,"['bni', 'life', 'klaim', 'asuransi', 'proses', 'berhari', 'program', 'one', 'day', 'service', 'layanan', 'mudah', 'efisien', 'waktu', 'nilai', 'klaim', 'maksimum', 'rp', 'seratus', 'juta', 'rupiah', 'pembayaran', 'jam', 'dokumen', 'dinyatakan', 'lengkap', 'diterima', 'customer', 'care', 'informasi', 'lengkap', 'kunjungi', 'customer', 'care', 'center', 'kota', 'nikmati', 'layanan', 'pembayaran', 'manfaat', 'asuransi']"
6081,anger,"['terhormat', 'meneger', 'facebook', 'memblokir', 'akun', 'facebook', 'plagiat', 'tolong', 'bantu', 'blokir', 'hapus', 'akun', 'plagiat']"
6082,sadness,"['sego', 'pecel', 'ae']"
6083,joy,"['dapitdong', 'warga', 'kalimat', 'penutup', 'kang', 'mayjensudrajat', 'asyik', 'mewaki']"
6084,sadness,"['line', 'lapak', 'ramai', 'bertengkar', 'bahas', 'jawa', 'bicara', 'pakai', 'bikin', 'status', 'pakai', 'bahasa', 'jawa', 'komen', 'pakai', 'bahasa', 'jawa', 'termenung', 'mengerti']"
6085,sadness,"['lebaran', 'identik', 'baju', 'masak', 'rendang', 'opor', 'belanja', 'gilaan', 'ngenes', 'sebelahnya', 'belanja', 'trolley']"
6086,sadness,"['rockygerung', 'yusrilihza_mhd', 'sedih', 'prof']"
6087,anticipation,"['ditambah', 'event', 'event', 'daerah', 'pekalongan']"
6088,fear,"['perindo', 'bengkulu', 'asapi', 'rumah', 'warga', 'desa', 'medan', 'jaya']"
6089,joy,"['hei', 'richeese', 'buka', 'sukabumi']"
6090,sadness,"['anak', 'sma', 'habis', 'perpisahan', 'wisuda', 'sekolah', 'foto', 'bareng', 'teman', 'temennya', 'sejawat', 'pakai', 'kebaya', 'post', 'ig', 'caption', 'nikah', 'duluan', 'ku', 'tertunduk', 'lesu', 'seraya', 'minum', 'extra', 'joss', 'jancuk']"
6091,joy,"['maslani_zaki', 'wiranto', 'gerindra', 'sbyudhoyono', 'sambut', 'positif', 'pertemuan', 'wiranto', 'sby']"
6092,anger,"['fkrntn', 'takdelok', 'nenniputrachir', 'crystaadityar', 'fadlizon', 'prabowo', 'ilc_tvonenews', 'susah', 'bicara']"
6093,joy,"['nama', 'bursa', 'cawapres', 'kandidat', 'mahfud', 'md', 'airlangga', 'hartarto']"
6094,sadness,"['dunia', 'hater', 'rasul', 'mulia', 'budha', 'nabi', 'isa', 'eloh', 'gueh']"
6095,joy,"['telak', 'pengacara', 'setya', 'novanto', 'beberkan', 'borok', 'kpk']"
6096,fear,"['pembayaran', 'diskon', 'tanggal', 'rp', 'rp', 'sekarng', 'notifikasi', 'tagihan', 'aplikasi', 'dicek', 'hp', 'nik', 'an', 'herman', 'gulo']"
6097,joy,"['keseruan', 'buka', 'mm', 'juice', 'green', 'pramuka', 'foto', 'repost', 'mm', 'juice', 'bagikan', 'moment', 'teman', 'keluarga', 'buka', 'lupa', 'tandai', 'foto', 'akun', 'instagram', 'mm', 'juice', 'tagar']"
6098,anger,"['mudahan', 'divonis', 'bersalah', 'nangis', 'tiduran', 'jalanan', 'marah', 'menjelang', 'larut', 'malam']"
6099,anticipation,"['sudirmansaid', 'baca', 'deh', 'salah', 'novel', 'inferno', 'deception', 'point', 'karya', 'brown']"
6100,joy,"['evalez_fr', 'sbyudhoyono', 'turun', 'tim', 'gultor', 'kopus', 'pimpin', 'dansat', 'gultor', 'sandi', 'bugis', 'gultor', 'dar']"
6101,sadness,"['username', 'username', 'username', 'pmarahan', 'muhammad', 'bin', 'salman', 'sudi', 'temui', 'amien', 'rais', 'cs', 'sungguh', 'memalukan', 'politisi', 'cibiran', 'kalangan', 'istana', 'riyadh', 'saudi', 'arabia']"
6102,anger,"['facebook', 'facebook', 'memblokir', 'akun', 'akun', 'palsu', 'memfitnah', 'kabar', 'hoks']"
6103,sadness,"['ridwanosz', 'mas', 'ridwan', 'maaf', 'ketidaknyamanannya', 'terkait', 'akses', 'data', 'coba', 'on', 'off']"
6104,anger,"['restycayah', 'bong', 'cebong', 'fake', 'chat', 'percaya', 'bully', 'habisan', 'giliran', 'kang', 'ridwankamil']"
6105,anger,"['arrayanmeutia', 'dennysiregar', 'prabowo', 'dongo']"
6106,trust,"['namanya', 'nkri', 'semoga', 'bangsa', 'indonesia', 'hidup', 'rukun', 'damai', 'pahlawan', 'indonesia', 'berjuang', 'nkri', 'bedah', 'agama', 'bedah', 'suku', 'nkri', 'indah']"
6107,fear,"['mromahurmuziy', 'ketum', 'dalang', 'obor', 'rakyat', 'tuduhan', 'relawan', 'jokowi', 'men']"
6108,trust,"['yusril', 'kesempatan', 'polri', 'pelaku', 'pemboman', 'gereja', 'suarabaya']"
6109,anger,"['detikcom', 'sbyudhoyono', 'sby', 'amanah', 'mikir', 'donk']"
6110,anticipation,"['hi', 'facebook', 'bantu', 'menghapus', 'akun', 'aktif', 'kehilangan', 'akses', 'akun', 'memutuskan', 'memghapusnya']"
6111,sadness,"['pesan', 'kota', 'probolinggo']"
6112,sadness,"['username', 'terlahir', 'wajah', 'susah', 'jelasinnya', 'sekolah', 'suka', 'pakai', 'helm', 'diledekin', 'seantero', 'sekolah', 'keluarganya', 'tuh', 'sayang', 'pokoknya', 'mengharukan']"
6113,joy,"['prabowo', 'daerah', 'timur']"
6114,trust,"['temponasional', 'korantempo', 'terdengar', 'sayu', 'sayup', 'menggelegar', 'terdengar', 'jokowi', 'mudah', 'men']"
6115,anticipation,"['perpres', 'tka', 'jokowi', 'dituding', 'pro', 'asing', 'grace', 'natalie', 'beberkan', 'hasil', 'temuan', 'tim', 'riset', 'psi', 'tribunwow']"
6116,anticipation,"['uat', 'flek', 'hitam']"
6117,sadness,"['ketiduran', 'jam', 'berharap', 'bangun', 'jam', 'kebangun', 'makan', 'nanggung', 'tidur', 'susah', 'pakai', 'jurus', 'ampuh', 'buka', 'laptop', 'biar', 'ngantuk', 'laptopnya', 'kantor', 'sekian', 'terima', 'thr']"
6118,trust,"['pilpres', 'pilub', 'jabar', 'pilih', 'nomer']"
6119,fear,"['oh', 'iya', 'mahasiswa', 'reguler', 'kelas', 'beliau', 'bersyukur', 'mahasiswa', 'reguler', 'dipertemukan', 'beliau', 'first', 'impression', 'ka', 'abel', 'jujur', 'ngeri', 'maksudnya', 'semester', 'ii', 'bau', 'cikur']"
6120,anger,"['defronte', 'kreator', 'maspiyu', 'psi_id', 'tsamaradki', 'hahha', 'mas', 'mas', 'koe', 'goblog', 'penggelapan', 'pidana', 'biar']"
6121,sadness,"['username', 'tolong', 'mengerti', 'modal', 'ahaha', 'kepikiran', 'kak', 'zha', 'saving', 'encore', 'korea', 'galao', 't_t']"
6122,anger,"['tolong', 'cepat', 'blokir', 'nonaktifkan', 'akun', 'bernama', 'wahyu', 'putra', 'putra', 'foto', 'sepupu', 'uploadin', 'sepupu', 'bersuami', 'suami', 'melaporkan', 'akun', 'palsu', 'facebook', 'meninjau', 'ulang', 'tolong']"
6123,disgust,"['fadlizon', 'gerindra', 'prabowo', 'oposisi', 'indonesia', 'nol', 'prestasi', 'nyinyir']"
6124,trust,"['hrusnya', 'gbla', 'ditambah', 'penerangan', 'kang', 'ridwankamil', 'gub', 'amin', 'tolong', 'terangkan', 'gbla']"
6125,anticipation,['smpi']
6126,joy,"['markotop', 'pemimpin', 'diidamkan']"
6127,joy,['berkah']
6128,disgust,"['pksejahtera', 'msi_sohibuliman', 'gerindra', 'ginii', 'bikin', 'prabowo', 'stres', 'sono', 'adem', 'ayem']"
6129,anticipation,"['pkb', 'sumut', 'bentuk', 'pasukan', 'reaksi', 'cepat', 'cakiminow', 'fungsinya', 'dpp_pkb', 'dpwpkbsumut']"
6130,anticipation,"['rasyideewhy', 'rockygerung', 'prabowo', 'kasih', 'komentar']"
6131,anger,"['username', 'username', 'promosinya', 'terencana', 'terlibat', 'program', 'venue', 'palembang', 'program', 'survey', 'dibatalkan', 'alasannya', 'dana', 'turun', 'kasarnya', 'nafsu', 'tenag']"
6132,trust,"['pengacara', 'setya', 'novanto', 'anggota', 'dpr', 'takut', 'hak', 'imunitas']"
6133,anger,"['tipikal', 'cowok', 'menye', 'menye', 'diajak', 'argumen', 'menyalahkan', 'mengeluh', 'manusia', 'maha', 'sempurna', 'pen', 'ngatain', 'goblok', 'puasa']"
6134,anger,"['username', 'kampret', 'slain', 'otak', 'kriting', 'otak', 'jungkir', 'sll', 'koar', 'konsisten', 'perjuangan', 'tahun', 'capres', 'cawapresny', 'prabocor', 'gatot', 'prabocor', 'tgb', 'nol', 'koar', 'ganti', 'plesinden', 'hedeh', 'kamplet', 'begok', 'napsu']"
6135,fear,"['perkembangn', 'khidupn', 'sungguh', 'dahsyat', 'akibat', 'dirasakn', 'sisi', 'memilih', 'beragama', 'mengedepankn', 'nilai', 'dasar', 'kemanusiaan', 'kberadabn']"
6136,anticipation,"['id', 'linenya', 'scnd', 'klampis', 'sby']"
6137,disgust,"['pendukung', 'diam', 'diam', 'teroris', 'pksejahtera', 'gerindra']"
6138,joy,"['pesan', 'bagus', 'menarik', 'terima', 'kasih', 'facebook']"
6139,trust,"['pengacara', 'setya', 'novanto', 'mengancam', 'bongkar', 'borok', 'kpk']"
6140,joy,"['zheeomega', 'pksejahtera', 'pksbanten', 'partai', 'sapi', 'berhayal']"
6141,anticipation,"['mahasiswa', 'undip', 'ciptakan', 'pelapis', 'anti', 'kotor', 'limbah', 'silika', 'geotermal', 'dieng', 'kelembaban', 'udara', 'relatif', 'indonesia', 'rata', 'rata', 'kondisi', 'mengubah', 'karakteristik', 'material', 'bambu', 'besi', 'kaca', 'kandungan', 'uap', 'air', 'udara', 'menyebabkan', 'korosi', 'bahan', 'logam', 'kaca', 'pengembunan', 'tumbuhnya', 'jamur', 'bakteri', 'mengakibatkan', 'gangguan', 'penggunaannya', 'bambu', 'mengalami', 'pelapukan', 'cepat', 'menurunkan', 'kekuatan', 'bambu']"
6142,anger,"['username', 'username', 'username', 'username', 'username', 'jalan', 'tol', 'makar', 'bandara', 'kosong', 'tempo', 'tahun', 'padat', 'penuh', 'kendaraan', 'alangkah', 'bodohnya', 'username', 'bisanya']"
6143,joy,"['ngobrolin', 'belajar', 'ginian', 'ilmu']"
6144,sadness,"['beda', 'pas', 'kampung', 'halaman', 'prihatin', 'tulisan', 'menyerobot', 'antrian']"
6145,fear,"['mudahan', 'terupload', 'mudik', 'fans', 'modal', 'quota', 'butuh', 'daerah', 'jaringan', 'bagus', 'hiks', 'hitungan', 'jam', 'br', 'slsi', 'download', 'rumahku', 'pi']"
6146,anger,"['seandainya', 'jokowi', 'kalah', 'hati', 'bangsat', 'bangkit', 'teroris', 'bangsat', 'bangkit', 'radikal', 'bangsat', 'bangkit', 'politik', 'balas', 'dendam', 'bangkit', 'minoritas', 'ditekan', 'mending', 'memisahkan', 'nkri', 'tetapjokowi']"
6147,joy,"['jaman', 'repot', 'berasuransi', 'download', 'aplikasi', 'siaga', 'mudah', 'berasuransi', 'dijamin', 'repot', 'rp', 'manfaat', 'puluhan', 'juta', 'sempurnakan', 'hidup', 'besama', 'mnc', 'life']"
6148,anger,"['niat', 'kenal', 'balas', 'niat', 'cuekin', 'cuekin', 'rugi', 'kehilangan', 'aduh', 'salah', 'broo']"
6149,anticipation,"['facebook', 'dihack', 'tdak', 'bertanggung', 'jjawab', 'ny', 'mndapt', 'facebook', 'facebook', 'dimatikan']"
6150,sadness,"['kemarin', 'mcd', 'jombor', 'kosong', 'mainan', 'diganti', 'mcflury']"
6151,surprise,"['toko', 'kah']"
6152,joy,"['asik', 'kabarin', 'yach', 'aceh', 'ditunggu']"
6153,anticipation,"['maaf', 'facebook', 'lite', 'buka', 'wifi', 'data', 'selular']"
6154,anger,"['gerindra', 'prabowo', 'bicara', 'pakar', 'analisis', 'merangkap', 'tim', 'sukses', 'berbohong', 'tiada', 'henti']"
6155,disgust,"['cakiminow', 'berani', 'cakiminow']"
6156,anger,"['tolong', 'gimana', 'kemarin', 'beli', 'flash', 'sale', 'bayar', 'dikabarin', 'stocknya', 'abis', 'jualan', 'ngecek', 'stock', 'username']"
6157,anticipation,"['menunggu', 'nama', 'cawapres', 'hanura', 'jokow']"
6158,joy,"['tulisan', 'mencubit', 'mengetuk', 'kesadaran', 'kalangan', 'paslon', 'cagub', 'sultra', 'mencubit', 'penikmat', 'hasil', 'sumber', 'daya', 'alam', 'sultra', 'semoga', 'dinda', 'senantiasa', 'corong', 'aktivis', 'lingkungan']"
6159,anger,"['teriak', 'teriak', 'ganti', 'presiden', 'gimana', 'pulang', 'kampung', 'kereta', 'api', 'bagus', 'stasiun', 'kereta', 'kereta', 'apinya', 'bagus', 'ber', 'ac', 'coba', 'tahun', 'copetnyahh', 'calonyahh']"
6160,fear,"['facebook', 'nomer', 'ponsel', 'pribadi', 'publikasikan', 'facebook', 'tanggapan', 'facebook']"
6161,joy,"['dpp_p', 'mromahurmuziy', 'mantab', 'gus', 'gagah', 'elegan', 'tampilan', 'sorban', 'dileher', 'cocok', 'still', 'gener']"
6162,anger,"['kars', 'indonesia', 'pengurus', 'hati', 'backup', 'parpol', 'pks', 'pbb', 'pan', 'gerindra', 'amin', 'partai', 'pekok']"
6163,trust,"['pbnu', 'nilai', 'putusan', 'ptun', 'tolak', 'gugatan', 'hati']"
6164,joy,"['fadlizon', 'gerindra', 'bentuk', 'panikkan', 'garindra']"
6165,anticipation,"['lusihq', 'prabowo', 'sabar', 'iya', 'habis', 'terjual', 'lebaran', 'he']"
6166,joy,"['selamat', 'raya', 'waisak', 'semoga', 'perbuatan', 'pikiran', 'hati', 'suci']"
6167,anger,"['pendirirepublik', 'lawanpolitikjkw', 'ireneviena', 'sbyudhoyono', 'cebong', 'biru', 'mutasi', 'genetika', 'kecoak']"
6168,sadness,"['lovelyntaang', 'iya', 'delapan', 'tahun', 'mbak']"
6169,disgust,"['bong', 'surat', 'warga', 'dukung', 'jkw', 'surat', 'diantarkan', 'petugas', 'kantor', 'pos', 'warga', 'warga']"
6170,joy,"['wakil', 'presiden', 'sby', 'saudagar', 'lumayan', 'sukses']"
6171,trust,"['pengacara', 'setya', 'novanto', 'mengaku', 'bukti', 'bongkar', 'borok', 'kpk']"
6172,sadness,"['username', 'username', 'ituh', 'cewek', 'disakitin', 'bertahan', 'melawan', 'melaporkan', 'mencintainya', 'kah', 'postingannya', 'ja']"
6173,anticipation,"['ferrykoto', 'sbyudhoyono', 'jokowi', 'antoniraja', 'antoniraja', 'lahir', 'waktu']"
6174,fear,"['saking', 'takut', 'salah', 'ketik', 'ngechat', 'dosen', 'wali', 'ngetiknya', 'note', 'perbaiki', 'perbaiki', 'copy', 'paste', 'roomchat', 'cek', 'cek', 'cek', 'delete', 'buka', 'note', 'perbaiki', 'perbaiki', 'buka', 'whatsapp', 'close', 'chat', 'deh', 'mules', 'pup', 'lemah']"
6175,joy,"['misdipriansyah', 'pksliberal', 'ferrykoto', 'netizentofa', 'mardanialisera', 'pksejahtera', 'salut', 'ksabaran', 'mas']"
6176,anger,"['username', 'username', 'username', 'username', 'username', 'username', 'ynkz', 'username', 'username', 'username', 'bilang', 'cerdas', 'percaya', 'apapun', 'akal', 'percaya']"
6177,anger,"['susahnya', 'mengapresiasi', 'dilakuin', 'oranglain', 'kasih', 'hak', 'waktu', 'gapnya', 'kebutuhan', 'giliran', 'kerjaan', 'no', 'ijin', 'libur', 'ae', 'dihajar', 'ketjewalah']"
6178,anger,"['kaya', 'netijen', 'pelecehan', 'seksual', 'korban', 'disalahkan', 'posisinya', 'korban', 'sederhananya', 'korban', 'respect', 'si', 'seenggaknya', 'si', 'pelaku', 'malu', 'peringatan']"
6179,fear,"['teman', 'fbku', 'pas', 'itung', 'kayaknya', 'banyag', 'ngeblokir', 'menghapus', 'ngeblokir', 'daftar', 'pertemanan', 'makasih']"
6180,joy,['surabaya']
6181,anticipation,"['hincapandjaitan', 'pdemokrat', 'hariswijaya', 'birumembiru', 'aceh', 'timur', 'sekjen', 'mengharapkan', 'bap']"
6182,anger,"['nonton', 'film', 'dibioskop', 'tiket', 'nonton', 'paku', 'payung', 'dikasih', 'nyawa', 'tiket', 'maksa', 'tolol']"
6183,sadness,"['ribu', 'kosa', 'hafal', 'lancar', 'membaca', 'jurnal', 'semoga', 'terbiasa', 'berusaha', 'disni']"
6184,joy,"['kinerja', 'kementerian', 'sosial', 'diartikan', 'khofifah', 'indar', 'parawansa', 'tahun']"
6185,joy,"['gamis', 'rp', 'ribu', 'usia', 'tahun', 'tersedia', 'bandung', 'baby', 'shop', 'maskarebet']"
6186,trust,"['gus', 'sholah', 'khofifah', 'indar', 'parawansa', 'amanah', 'baguss']"
6187,fear,"['username', 'username', 'disemua', 'melaksanakan', 'sholat', 'salah', 'satunya', 'bangunan', 'didirikan', 'kekafiran', 'salah', 'satunya', 'gereja', 'berlindung', 'allaah', 'swt', 'godaan', 'setan', 'terkutuk']"
6188,sadness,"['ah', 'curang', 'pakai', 'bates', 'umur', 'donk']"
6189,anger,"['menambah', 'pengetahuan', 'hubungannya', 'ketakutan', 'ditakuti', 'penakut', 'camkan']"
6190,joy,"['ganjarpranowo', 'ganjar', 'nyuwun', 'sewu', 'badhe', 'usul', 'nek', 'saget', 'menawi', 'wonten', 'pengangkatan', 'pns', 'diutamakan', 'oran']"
6191,trust,"['suryosodipuro_', 'officialinewstv', 'ganjarpranowo', 'tajyasinmz', 'sudirmansaid', 'idafauziyah', 'inshaa', 'allah', 'pakde', 'dirman', 'terbaik', 'jateng', 'mas']"
6192,anger,"['hi', 'facebook', 'tolong', 'facebook', 'teman', 'kembalikan', 'seuenaknya', 'main', 'nonaktifkan', 'akun', 'hobby', 'facebook', 'tutup']"
6193,anticipation,"['selamat', 'pagi', 'nolimit', 'indonesia', 'mengajak', 'teman', 'teman', 'bergabung', 'posisi', 'tersedia', 'social', 'media', 'analyst', 'kirimkan', 'lamaran', 'beserta', 'dokumen', 'terkait', 'jobs', 'nolimit', 'id', 'subyek', 'analyst', 'nama', 'lengkap']"
6194,disgust,"['zoelfick', 'airlangga_hrt', 'jokowi', 'walikota', 'terbaik', 'amburadul', 'beli']"
6195,disgust,"['buyungkiu', 'chi_nasochi', 'sandiuno', 'gerindra', 'om', 'ani', 'tante', 'ani']"
6196,joy,"['tandanvradio', 'fadlizon', 'prabowo', 'gerindra', 'ngedukung', 'periode', 'pooling', 'kalah']"
6197,anger,"['username', 'email', 'traveloka', 'telfon', 'call', 'center', 'berfaedah', 'nyepam', 'facebook', 'penuh', 'makian', 'garuda', 'eh', 'malemnya', 'transferannya', 'wqwq', 'tergantung', 'maskapai', 'kayaknya', 'sodaraku', 'ref']"
6198,anger,"['arifinpribadi', 'fpksdprri', 'dpr_ri', 'gerindra', 'polhukamri', 'jokowi', 'dpr_ri', 'tanggung', 'dpr']"
6199,joy,"['golkar', 'sahabat', 'rakyat', 'jari', 'airlangga_hrt', 'pg_celebes', 'pg_sulteng', 'golkarsulteng']"
6200,sadness,"['tulisan', 'apollo', 'pollo', 'berdamai', 'tinggal', 'mbanya', 'berdamai', 'ah', 'haha']"
6201,anger,"['sudirmansaid', 'kebutuhan', 'guru', 'sd', 'smp', 'sma', 'diisi', 'guru', 'honorer', 'bergaji', 'ribu', 'gaji', 'gubernur']"
6202,disgust,"['islambeneran', 'zaeffendy', 'wonkdeso', 'grace_nat', 'wiranto', 'batas', 'olah', 'pikir', 'segitu', 'kah', 'aka']"
6203,anger,"['heran', 'driver', 'gocar', 'keluh', 'macet', 'keluh', 'pas', 'terserah', 'deh', 'pura', 'dengar', 'capai']"
6204,fear,"['info', 'teman', 'saudara', 'dijalan', 'puasa', 'kemarin', 'teman', 'dijalan', 'berasa', 'hipnotis', 'mcdonald', 'pas', 'kenyang', 'sadar', 'hati', 'penipuan', 'marak', 'puasa']"
6205,trust,"['ima_mayasa', 'ridwankamil', 'pemimpin', 'inovatif', 'optimis']"
6206,sadness,"['bantuannya', 'minggu', 'update', 'fanpage', 'memakai', 'aplikasi', 'browser', 'uc', 'mini', 'opera', 'mini', 'android', 'versi', 'mobile', 'versi', 'desktop', 'mengeluhkan', 'update', 'fanpage', 'upload', 'foto', 'fanpage', 'klik', 'menu', 'sebelah', 'kanan', 'memakai', 'account', 'facebook', 'pribadi', 'upload', 'foto', 'terkirim', 'beranda', 'fanpage', 'kronologi', 'fanpage', 'respon']"
6207,fear,"['verifikasi', 'halaman', 'gimana', 'ko', 'no', 'telepon', 'masukan', 'no', 'bisnis', 'nomer', 'whatsaap', 'twitter', 'instagram', 'halaman', 'akun', 'terhubung']"
6208,joy,"['klik', 'shopee', 'co', 'id', 'bills_ol_shop', 'belanja', 'online', 'mudah', 'terpercaya', 'gratis', 'ongkir', 'terimakasih']"
6209,anger,"['username', 'orderan', 'driver', 'gojek', 'mgomel', 'keterangan', 'alamat', 'tulis', 'liat', 'aplikasi', 'pegang', 'tulis', 'lengkap', 'no', 'rumah', 'no', 'kesal', 'diomelin', 'aplikasi', 'gojek', 'sndr', 'kompetible']"
6210,anticipation,"['halaman', 'hp', 'nokia', 'menghapus', 'halaman']"
6211,trust,"['cakiminow', 'membaca', 'memperlebar', 'cakrawala', 'pengetahuan', 'buku', 'jendela', 'ilmu', 'pengetahuan']"
6212,anticipation,"['pdi', 'siapkan', 'puan', 'maharani', 'cawapres', 'jokowi']"
