,label,tweet
6705,trust,@ajprasetyo @AgGus8888 @HervasEmil @ridwankamil @maspiyuuu Apa yg @ridwankamil tanam itu yg dia petik..biarkan dia…
6706,anger,"[USERNAME] sistem ppdb saat pilihan sekolah 3pilihan sdh benar seperti d dki, dijabar knp 2pilihan tlg seragamkan diseluruh propinsi, jalur prestasi buktikan dgn terdaftar dinas kependidikan, hrs ada barkot di setiap piagam, bila bohong lgs terblok"
6707,trust,"Survei LSI: PDIP Teratas, PKS Jadi Partai 'Divisi Bawah' (diedit)"
6708,sadness,Kppn punya akun fb? Ig? Twitter? Apa yg boleh dipost kppn dan apa yg enggak? Apa yg bisa diketahui umum apa yg enggak? Apa kami sempet update medsos kantor sdgkan medsos kami jg susah cari konten. (dyaar)
6709,anger,@sudirmansaid Semua org di Indonesia punya agama pak. Cuma tidak menjalankan agamanya. Agama yg dianut hanya ktp. Dasar binatang yg bom itu.
6710,anger,"Soal jln Jatibaru,polisi tdk bs GERTAK gubernur .Emangny polisi tdk ikut pmbhasan? Jgn berpolitik. Pengaturan wilayah,hak gubernur. Persoalan Tn Abang soal turun temurun.Pelik.Perlu kesabaran. [USERNAME] [USERNAME] [URL]"
6711,anger,"Pengacara Setya Novanto Ancam Bongkar Korupsi di KPK, Begini Katanya"
6712,sadness,Orang pesimis mengeluhkan tentang angin
6713,anticipation,@shaefkr @vaiyo @aniesbaswedan Ridwan Kamil bikin pernyataan mengenai mako brimob. Ganjar jg. Pdhal mrk bukan gub jabar. Masalah?
6714,anger,"Cowo yg berpenghasilan kecil tapi usaha sendiri itu JAUH lebih patut di sukai, di hargai, dari yg berpenghasilan besar tapi lewat belakang."
6715,joy,Kini Ada Jalan Majapahit &amp; Hayam Wuruk di Kota Bandung
6716,fear,"Min bagaimana cara mengembalikan akun dikarenakan saya lupa kata sandi, tetapi karna fb saya sudah pake nomor hp lama yg sudah hangus  otomatis saya tidak tau kode pembaharuan pasword nya min plis pencerahan nya min"
6717,anticipation,"Mohon dibantu agar akun fb saya ini bisa di verifikasi dgn centang biru krn saya sudah pernah mengirim bukti identitas saya,  terima kasih."
6718,anger,Semoga roboh dan menimpa mereka. Baru kemudian akan ada himbauan keras untuk tidak naik-naik sembarangan ke atas situs sejarah. Sadis? Terpaksa. Pekok berjamaah. Garansi seumur hidup. [URL]
6719,anger,@fadlizon @Gerindra @prabowo Si zonk semakin panik dan menunjukkan kurang pinter malah nampak ngawur.
6720,sadness,Mohon bantuannya. Sy ingin mengatur pick up pengiriman dari tadi tidak bisa.
6721,anger,Facebook tolong block akun yg menggunakan overlite aku yg tidak bisa di cek profil! Saya kesal coment bot tolong block akun itu!
6722,joy,@ardi_riau @MRomahurmuziy @cakimiNOW @jokowi Siippp deh yuk siapin kacang en popcorn bang yuk kite nonton adu panco
6723,fear,Pas ngerjain thesis hampir tiap hari tertekan. Sampai sekarang masih suka gelisah gitu kalo malam2 sebelum tidur sama bangun tidur. Kaya ada rasa takut gue lupa melakukan suatu hal atau kelewatan suatu hal. Ampe pagi gini kadang jadi gak bisa tidur..
6724,anticipation,Ada menu ikan ga
6725,anger,"Meski saya bkn ahli, tapi msh punya otak berpikir. Pikiran saya, Prof [USERNAME] punya ""ngelmu"" apologetik yg semua tk sya setujui. Maaf, spirit akademiknya agk ganggu respek saya pd beliau. [URL]"
6726,joy,@rockygerung Asyik dah.. akan ada gorengan baru dari berita @tribunnews and friends..\nBahwa Prof @rockygerung telah…
6727,anger,"Rupiah jatuh anjlok ramai menyalah-nyalahkan pemerintah, gilirah rupiah naik menguat mereka mingkem. Sekarang anggota DPR menyalah-nyalahkan polisi, pas bom meledak salahkan pemerintah lagi. #GituAjaTerus sampai gue jadi Sekjend PBB"
6728,fear,[USERNAME] Saya mau tanya apa bener UN tahun 2018 untuk jenjang SMA sederajat akan di adakan ulang ? Banyak berita di luar sana bahwa akan ada remidial UN pada bulan juli mendatang . Mohon kejelasan nya .. Terima kasih [USERNAME] #FaktaAtauHoax
6729,joy,"Terimakasih semua sahabat Laskar  #Cinta Bali, karena Cintamu adalah Cakimin untuk Indonesia. Bukan untuk pribadi a…"
6730,anger,di Undip ini sptnya sudah berkembang bibit radikal....coba BIN selidiki kampus ini... dosen nya saja sudah menyebarkan paham2 radikal!!! hati2 dgn kampus ini
6731,joy,Aplikasi fecebook ini ternyata bagus yaa
6732,anger,"Kami punya cara kami sendiri untuk berdamai dengan diri kami lewat jalan komedi, kalau ada yang punya cara berbeda, apa berhak membuat kami bungkam? Padahal kami tidak mengusik cara yang mereka percayai."
6733,joy,Alhamdulillah kalau @cakimiNOW sudah di akui sebagai salah satu otang yg terdepan memperjuangkan nilai2 dan budaya…
6734,sadness,"Jika masa lalumu masih tertanam diingatanmu dan kamu terus menurus mengingatnya,lalu untuk apa aku disampingmu? Apa aku hanya untuk tempat bersandarmu sementara~"
6735,anticipation,@imanbr @RennyFernandez @danrem mau bikin konser musik sekalian fund rising utk korban Mako dan bom sby ?
6736,fear,selamat malam mas ..\nsaya ingin bertanya dengan anda ..\nkenapa ya facebook saya gak bisa kirim pesan dengan teman saya ?\nsaya mohon bantuan anda .\nterimah kasih.\nmalam..
6737,trust,"Menteri Perindustrian RI, Airlangga Hartarto menyatakan Ceko adl mitra dagang Indonesia terbesar keempat di Eropa d…"
6738,joy,"Mari sucikan hati dan pikiran, berbagi energi positif untuk hidup yang lebih baik. \n\nSelamat Hari Raya Waisak 2562."
6739,anger,Gak ada gunanya aplikasi fb ini lagi penting pentingnya orang nyimpan data dan kenangan kenangan lama main blokir aja ..apa gunanya fb kalo seenaknya aja main blok mending di musnain aja semua fb
6740,sadness,@qitmr Umur 18 taun lagi galo krn terpaksa LDR ak kuliah d Semarang dianya kuliah d Bandung
6741,anger,[USERNAME] Yg dipermasalahakan itu ttg pengelolaan dana zakatnya. Dan itu jg sudah diingatkan gub seblm ttg pengelolaan yg mgkn saja ada yg tidak tepat. [URL]
6742,trust,Semoga di era ibu. Wisata dan sport bahari kita maju. Adakah rencana ibu utk membuat bahari di Karimunjawa dan Mentawai lebih maju? Meski ibu bukan mentri pariwisata tp urusan ttg Bahari ibu Susi emang jagoannya. #sukses utk ibu Susi
6743,sadness,kasihan yg udah ngincer sekolahan pake usaha belajar dan nilai ya... sktm kalo nilai bagus gpp... harusnya ada evaluasi bagi yg sktm tapi gak sesuai target nilai dimutasi gt... kenapa sekolah gak pake sistem mutasi
6744,anticipation,harganya brp ?
6745,anger,@AyraHadi Mampusluh najwa sihab di skakmat oleh bang yusril.\nDia pikir seakan2 gak ada yg bsa membungkan dialog si…
6746,joy,@hmetromy Syukur jika ia benar
6747,anticipation,"@imanbr @airlangga_hrt @obsat Bagusnya dibangun diluar jawa aja, di Indonesia Timur misalnya"
6748,anticipation,Untuk lippo apa bisa di gunakan untuk promil
6749,joy,@Dahnilanzar @jak_scooter @pppemudamuh Kapan tuh? Ikutan dong\nTgl 6 mei aku juga ikut tapi lupa apa organisasinya ya
6750,anger,@LawanPoLitikJKW @jokowi @SBYudhoyono @G_paseksuardika Gak setuju lah. Gak level Jenderal Hebat disandingkan dgn Presiden Hebat.
6751,joy,@BenyditusJ @BirgaldoS @fadlizon @jokowi @prabowo @kaesangp Setuju!
6752,joy,Texas Chicken mengucapkan Selamat Hari Raya Waisak 2562 BE untuk Crunch Lovers yang merayakan :)
6753,sadness,"Padahal dah tau sendiri tadi bangun tidur tumbang lagi gara2 semalem bukber isinya es semua. Eh barusan belajar di luar, yg diminum tetep es dong. Hani memang"
6754,joy,"Mari sucikan hati dan pikiran, berbagi energi positif untuk hidup yang lebih baik. \n\nSelamat Hari Raya Waisak 2562."
6755,trust,"#BeautyTutorial Mengurangi stres, meningkatkan kebahagiaan, sekaligus mengatasi tanda penuaan kulit tubuh dengan 1 aktivitas? \n\nIkuti video cara memijat tubuh dengan Almond Velvet Balm kami, yang membantu mengatasi 5 tanda penuaan tubuh: kulit kering, kekencangan kulit menurun, kulit tidak lagi kenyal, muncul garis-garis halus serta bercak pada kulit.\n\nKeharuman lezat Almond Tree Flower body balm ini juga meninggalkan jejak aroma yang feminim dan memikat pada tubuh Anda. \n\nAplikasikan body cream ini dua kali sehari pada seluruh tubuh Anda (paha, perut, dada, tangan...), pijatkan pada kulit dengan gerakan melingkar dan ke arah atas tubuh.\n\nTonton videonya sekarang:"
6756,anticipation,Awas berita hoax banyak terjadi @Dr_Moeldoko pernah memberikan penjelasan mengenai hal tsb. #PahamiPerpresTKA…
6757,anger,"[USERNAME] Lah bukannya aku pernah menawarkan diri ke kamu sejak tahun 2016 /2017 lalu, saat kamu masih kerja sebagai Sales Force mobil Honda dan sampai pindah ke Suzuki dah menawarkan diri kog itu, tapi MALAH kamu blokir WhatsApp aku."
6758,anger,"@heddry22guyz @sy_haris @jokowi @prabowo Gak usah KALAP, tong...sampe musti ngelego dokumen2 Saracen ke gua...haha!…"
6759,joy,"Hi Rani, Terima kasih telah menggunakan aplikasi TunaiKita. Apabila Anda memiliki kendala terkait aplikasi TunaiKita silakan hubungi kami di cs@tunaikita.com dengan senang hati kami akan membantu Anda."
6760,joy,"Selamat Paskah pak Jonan, semoga dengan wafat dan  Kebangkitan Yesus dapat menjadi contoh dan me motivasi pelayanan Bapak dan semoga Bapak tetap dalam lindungan Nya  ........"
6761,anger,Byk Pencitraan Lo @Gerindra !!! bknlah kalian2 yg menghambat uu terorisme ?????
6762,sadness,@MataNajwa @ganjarpranowo @sudirmansaid @Moektito @Chilli_Pari @rudiantara_id Kami sedang berduka atas ledakan bom…
6763,fear,"Jadi semacam motivasi gitu pengen mengawasi pemilu bener2 dengan jadi pengawas TPS. Mengawal suara, jangan sampe ada kecurangan. Apalagi pilkada di tmarahang ini rawan banget. Secara yah calon tunggal gitu................."
6764,anticipation,Dear: McDonald's Indonesia \n\nhari ini saya menerima broadcast dari beberapa teman whatsapp prihal McDonald's bagi bagi kupon.mohon klasifikasi kebenaran hal ini\n\nBerikut saya krm link beserta gambar ketika kita masuk link tersebut..
6765,joy,Trims Padang Berdaya telah mengundang sobat dan rekan perjuangan Ridwan Tulus
6766,anticipation,"Sambut Ramadhan, Khofifah Siapkan Sapaan ‘Sahur Mubarak’ #EmilDardak"
6767,trust,"Cinta sejati punya dua sisi, kebahagiaan dan kepedihan. Selama bisa bertahan, dua hal ini akan memperkuat cinta itu sendiri."
6768,sadness,pak guber nur minta tolong pi kacian di perhatikan itu lampunya masyarakat di rembon kenapa na ndak terang mi kalau malam khususnya di rembon  desa banga  bamba\ mintol
6769,anger,@NiswariSejuk @bajang_olenk @RachlanNashidik @SBYudhoyono @SeputarAHY @LawanPoLitikJKW Dasar cebong gw ngomong si m…
6770,joy,"Selamat Paskah pak Jonan, semoga dengan wafat dan  Kebangkitan Yesus dapat menjadi contoh dan me motivasi pelayanan Bapak dan semoga Bapak tetap dalam lindungan Nya  ........"
6771,trust,Cak Imin ajak sebarkan virus cinta di Bali. #CakIminCintaBali. @dpp_pkb @cakiminow @join_ri
6772,joy,@Ridwan_DS @ihza_m7 Za login koh wkwk
6773,sadness,pengen di pijit sekali rasanya sakit semua kaki ini :(
6774,trust,Politikus PDIP: Airlangga Hartarto Masuk \Daftar Panjang\ Cawapres Jokowi
6775,anger,"Hy team Facebook, kenapa saya upload video musik rohani tapi suara nya disenyapkan, sedangkan saya tidak melanggar hak cipta.!!!, bagaimana ini bisa terjadi??? Seharus nya pihak fb bisa saring dong mana konten yg bener dan yg tidak bener, saya upload video nyanyi tsb juga dgn memaparkan nama musisi band nya. Tolong diralat lagi kebijakan fb ini. Sebagai pengguna setia fb saya merasa kecewa dgn hal ini. Silahkan cek di wall saya. Trims"
6776,anger,Greget.......perasaan lama amat....apa emg guenya yg gasabaran..... tpnya geh yah...huhu gabisa sabar...apa emg blm di update sm shoppe..... [USERNAME]
6777,sadness,"Mungkin saja Allah mencubitku dengan ujianNYA. Mungkin saja Allah sedang rindu, Rindu pada rintihanku, Rindu pada sujud panjangku, Rindu puji-pujianku padaNYA. Atau bisa saja Allah cemburu, Karna aku lebih sayang dan merindukanmu (lelakiku)."
6778,trust,@SBYudhoyono cobalah bapak jg ikut memikirkan masa depan bangsa ini..jgn sibuk memikirkan masa depan anak n dinasti
6779,fear,"Lebih banyak cara utk membenci, krn sangat mudah menemui setan dimanapun kita berada. Lbh sulit untuk mencintai sesama, krn setan juga ada dimana mana dan dg siapa saja"
6780,joy,maulaaah
6781,sadness,"Kenapa sekarang bisa beda banget sama pas sma ya Di tanah rantau bener bener sadar kalo gak semua orang itu bahagia,gak semua orang itu tulus"
6782,joy,Dengan Semangat Sultan Agung menyerang Batavia #MariBungRebutKembali #DEMOKRATSIAP2019 #AHYpemimpinKita…
6783,anger,FIRE WINGS KOSONG MULU.. fvk lah
6784,surprise,Beneerann kak gratis ongkir?
6785,sadness,Facebook mau nanya kenapa ya setiap kali saya buka Facebook lite terus mengarah ke titik tiga pojok kanan untuk mencari grup malah gabisa . Katanya masalah gangguan silakan coba lagi. Itu apa maksudnya? Tolong dibalas
6786,sadness,"Melihat susunan kepanitiaan inagurasi, ospek jurusan, dan porangkar ini membuat saya sakit kepala dimana letak ketenangan tahun ketiga yaallah DIMANA"
6787,joy,Klo orang bersih kpk malah di tantang untuk memeriksa mas Budiman sujatmiko mantap
6788,anger,"Hy team Facebook, kenapa saya upload video musik rohani tapi suara nya disenyapkan, sedangkan saya tidak melanggar hak cipta.!!!, bagaimana ini bisa terjadi??? Seharus nya pihak fb bisa saring dong mana konten yg bener dan yg tidak bener, saya upload video nyanyi tsb juga dgn memaparkan nama musisi band nya. Tolong diralat lagi kebijakan fb ini. Sebagai pengguna setia fb saya merasa kecewa dgn hal ini. Silahkan cek di wall saya. Trims"
6789,joy,"Tabik pak Jonan , selamat bersafari Nusantara naik scooter ( kendaraan rakyat ) bukan motor gede seperti Harley Davdson (simbol ekses ) yang boros bbm"
6790,anger,@SuradjiHosni @PKSejahtera @Gerindra @msi_sohibuliman @prabowo Nomor 1 kan...Logistik ! Pak Prabowo yg ngomong sendiri loh...
6791,anger,@maslani_zaki @wiranto1947 @Gerindra @SBYudhoyono buktikan saja lah @Gerindra kl gak ada bukti brti ya omong kosong
6792,anticipation,@JayaSatrianie @Yusrilihza_Mhd Semua itu hanya mungkin jika yg mulia pulang dulu
6793,trust,"Teroris, telah Dibohongi Pakai Ayat-ayat Jihad #IslamSelamatkanNegeri"
6794,fear,"Tapi ya gik, percaya sama aku pasti kalo suami dan keluarga suami kita pemikiran nya beda sama kita pasti kita dianggep pemberontak. Karna apa apa kan harus nurut suami"
6795,sadness,"Setelah 20hari puasa dan saur gak pernah kesiangan, akhirnya di hari ke21 ngerasain makan saur supeerrr dupeerr ekspress, 1menit sebelum imsak baru bangun yassalaaam"
6796,trust,@KANIGORO_HeLL @fadlizon @Gerindra @prabowo Sesuai Panduan
6797,joy,terima kasih mas atas artikelnya ini..semakin faham saya utk terus menggaungkan tagar #2019GantiPresiden (jangan2 d…
6798,trust,"@MRomahurmuziy @GIGI_Band kalau begini sih kaya nya bisa menjadi cawapres periode berikutnya, terlihat berwibawa sa…"
6799,trust,"Salam 4 jari, dodyGiri pasti jadi."
6800,joy,Mau tahu lebih jauh @MRomahurmuziy malam ini jangan lewatkan acara NGOPI (Ngobrol Pintar) @KompasTV \n\nYuk siap-siap…
6801,joy,@PBB2019 @MoeslimWay Alhamdulillah
6802,joy,Asyikk
6803,anticipation,"Apakah facebook saya bisa di perbaiki,,,,, saya belum verifikasi nomor hp saya jadi saya tidak bisa mengakses facebook saya"
6804,anticipation,Purwokerto kapan min?
6805,anticipation,Pengacara Setya Novanto Siapkan Bukti untuk Buka Borok KPK
6806,joy,Sukses insyallah amanah... U direktur walhi.. Beserta jajaran... Salam lestari...# jg kahurtala...
6807,sadness,#workshop di bulan Ramadhan. Semoga otak gue nyantol sm Permendikbud2 dkk. Kurtilas ih kurtilas. Ternyata seperti ini. [URL]
6808,anger,"[USERNAME] Bikin surat kehilangan kan cuma sehari. Habis itu dateng ke dukcapil, minta lagi dibuatin suket nya. Usaha dulu dong. Masak belum apa2 udah bilang 2 bulan ngurusnya. Ga selama itu kok kalo bener2 niat hehe"
6809,anger," Kesatuan yg mana bong200 hahaha Habibie mencopot jabatan PAK PRABOWO. itu ulah si wiranto, karena Wiranto dipake habibie kembali jadi PANGAB.. TRAGEDI 98 , itu yg harus bertanggung jawab PANGAB BONG200 BONGAK... yang menembak POLISI ,"
6810,fear,@MasHary71 @Gerindra sssttt ...  jangan berisik ya ....
6811,joy,murah bgt bolehhh tuh
6812,joy,Momen berbuka puasa bareng keluarga besar memang selalu ditunggu. Banyak kebahagiaan yang bisa kamu rasakan.\n\nPuasa hari ke berapa biasanya kamu melakukan buka bareng keluarga besar? #ichoosehappy
6813,anger,"[USERNAME] Kepada Yang Terhormat [USERNAME] [USERNAME] mohon untuk di kroscek pemesanan saya, nomor pemesanan. [SENSITIVE-NO], karna sudah 3 hari status masih di merchant. #MohonDiTindakLanjut !!!"
6814,anticipation,Batam udah ad lom ya..
6815,sadness,"Bukan gw yang ga mau ikut bukber, tapi dompet yang protes ""bukber mulu lu gw ga di isi isi, dompet gendutin, badan lu kurusin jangan kebalik"" Oke sip besok ku lembur baghai qhuda"
6816,fear,Min gimana kalau ada foto yg diupload hilang di beranda? Aku gaptek min
6817,fear,"Bahkan sampe sekarangpun, gue takut dan stress kalo ketemu orang. Gatau kenapa. Butuh momen nenangin diri lama untuk ketemu orang yg ga gue kenal, atau bahkan yg gue kenal. Butuh latihan bertahun2 biar bisa pura2 oke. Ke dokterpun gue masih takut."
6818,trust,Berburu untuk parcel lebaran belanja ke superindo yukkk
6819,anger,"Jadi wanita jangan suka menghancurkan hubungan orang. Jgn bangga berhasil merusak kebahagian orang. Silahkan saja, tapi ga berkah bahagianya nanti hehe."
6820,joy,"Mari sucikan hati dan pikiran, berbagi energi positif untuk hidup yang lebih baik. \n\nSelamat Hari Raya Waisak 2562."
6821,fear,"Selamat siang , maaf saya mau tanya apa benar MC Donalds mengadakan acara memberi kupon gratis seperti ini? Kalau iya kuponnya yang mana atau ini cuma hoax aja?terimakasih"
6822,sadness,@ferrykoto @BangPino_ @jokowi @AntoniRaja @SBYudhoyono Lama sy berpikir. Tak juga menemukan jawaban. Apa yg membuat…
6823,trust,Sama hal nya perlakuan pemerintah @jokowi yang mengklaim semua pembangunan dilakukan di eranya\nPadahal pada masa pa…
6824,joy,"@VikiPrasetyon @cebongkoleps @timomanullang @MRomahurmuziy @DPP_PPP @Gerindra Muahahaha..., cucok nih berdua, kecoa…"
6825,sadness,"Hancur sudah di tangan mu,,,,bagaimana dulu orang membuat partai islam ini jadi perahu ummat islam,kini nahodanya tidak paham arah yg di tujunya"
6826,fear,"hai admin, mohon bantuannya. saya sudah lebih 2 minggu tidak bisa update sebagai admin di fanpage yang saya buat. saya memakai aplikasi browser UC Mini dan Opera mini di android versi mobile bukan versi desktop. saya mengeluhkan saya tidak bisa update di fanpage upload foto sebagai fanpage itu sendiri saya klik menu sebelah kanan \lainnya\ tapi malah memakai account facebook pribadi saya upload foto jadinya malah terkirim beranda nya fanpage saya bukan di kronologi fanpage itu sendiri. Mohon Di respon min"
6827,sadness,RIP untuk para korban teroris ... Semoga damai disisi Tuhan n keluarga korban yg ditinggalkan mendapat penghiburan sejati.
6828,sadness,Saya tdk suka jaya suprana.
6829,anticipation,asslamualaikumm\nselamat pagi..\nsaya mau tanya tentang \npemutihan pajak kendaraan roda dua GRATIS PA TIDAK..\nHATURR NUHUNN
6830,sadness,bye...lah..
6831,anticipation,Pastikan perjalanan liburan Anda aman dan menyenangkan dengan proteksi dari Asuransi Hario Siaga. Dapatkan di evoucher.mnclife.com
6832,anticipation,"Demi NU, Jokowi Maupun Prabowo Sebaiknya Jangan Pilih Cak Imin"
6833,anger,Siapa bilang kafir gabung sama khilafah bro jgn alihkan isu anda itu siapa penyelundup dari kaum bumidatar se-olah2 pro Pancasila [USERNAME] [URL]
6834,fear,@thowel_arema @ARoji79 @jokowi Brp gelintir orang gerindra di dpr sampai keputusan dpr bisa dia mainkan?? Ngapain a…
6835,anger,"Aku ini orang yang ga bisa nyindir-nyindir. Bisanya adalah, ngomong langsung tanpa ampun, disertai dg sedikit bumbu kekesalan, dan setelah itu minta maaf dan teuteup, ngoreksi lagi dia hrs kayak gimana."
6836,trust,Menghadapi atau mengatasi permasalahn dengan pintar dan lebih mudah itulah ciri @ridwankamil @uuruzhan…
6837,sadness,"Salah sangka yang menghasilkan sebuah kekecawaan. Kekecewaan yang pada dasarnya tak mempunyai alasan yang kuat. Namun, saat semua situasi sudah kembali clear. Itu menjadi sesuatu yang lucu untuk diingat."
6838,trust,"Minum yogurt saat sahur dapat membantu menjaga elektrolit tubuh dan bikin gak haus, tapi gak bisa ngilangin kangen kamu sama si dia #FaktaBLANJA"
6839,anger,"Anda-anda yang di atas bagaimana?  Berani mempersoalkan masalah ketidakadilan ini? \nDi urus dong, anda punya kekuatan, punya nama, yang tentunya akan diperhitungkan oleh penegak hukum. \nJangan seperti saya, yang bahkan untuk memprotes di medsos pun ketakutan."
6840,sadness,"Andai ID-MY takyah guna pasport, malam ni sy dh sampai MY lagi. Itulah hidup selalu dihadapkan dengan pilihan. Mau tak mau salah satu harus direlakan."
6841,joy,@MRomahurmuziy karena kita semua bangsa indonesia #PPPMembangunBangsa
6842,disgust,@EmhadyZ @panca66 @MRomahurmuziy Kualitas seperti ini dg PeDe.nya nantang debat terbuka dg @cakimiNOW ? Kualitas anda jauh dg Cak Imin rom.
6843,anger,Bongkar. . . . . . .
6844,anger,"[USERNAME] aku bukanlah para penjilat pantat zohri seperti kalian,,, kalau pun kalian merasa iri dan takut akuanggap si zhri sebagai saudara, ambilah oleh kalian, jilatilah pantatnya setiap kali dia habis berak,,, kl aku hiiiyyy,,,, ambilhah semuaa,,,"
6845,trust,semoga menjadi presiden 2019 pak @prabowo
6846,trust,Kami mendukung 1000  persen.....
6847,sadness,flashsale+ongkir sama aja boong..wkwkw...harga 5000 ongkir 33000 malah lebih mahal yg tanpa flashsale..wkwkwkw
6848,anger,"@Ekobudsan @fadlizon @Gerindra @jokowi kalo emang gatau agama gausah bwk\ agama, sok tau bener,"
6849,fear,tuhan izinkan aku bahagiakan orangtuaku sebelum akhirnya mereka tertidur di peristirahatanya yang terakhir : )
6850,joy,@ridwankamil asyik aja
6851,trust,Seberapa tinggipun penghasilanmu tak akan pernah cukup jika kamu hanya berfokus pada memenuhi segala keinginan lho #ELifers\n\n#PastiEquity #EquityLifeIndonesia #Keuangan
6852,trust,Generasi muda Lampung harus terus berfikir untuk membangun usaha kreatif dan mandiri. Kita tidak boleh hanya berpan…
6853,anger,"@FurqonUqon2 @wawanbois16 @Persija_Jkt Inces syahrini : Maju mundur maju mundur jadwal, mundur lagi mundur lagi mun…"
6854,sadness,Beginilah begitulah kalau kurang ilmu agama akhirnya seperti adu dumba .itu lah dunia ada ada saja
6855,anticipation,Berapa harganya min kalo sepaket gitu?
6856,anticipation,Facebook saya keblokir dan harus konfirmasi lewat no tlp flexi.. Laa nmrnya sudah gk ada gimana yaa solusinya...
6857,fear,Lebih takut ditinggal mati sama orang2 tersayang sih
6858,anger,"Ya congoni ma,hidup satu kosan ada yguda tua nenek, banyak bersabar banyak ucap doa ajalah ya, karna makin tua makin buat emosi ternyata pemirsyahhhh"
6859,anger,sudah berapa kali delcont2nan masak iya mau delcont2nan lagi biar tidak-saling gangu lagi mirip anak kecil saja :o
6860,fear,"Ko fb saya yg satunya lagi gk ada yh.?? Pdhl udah di coba pencarian juga,. Tolong bantuan nya.."
6861,sadness,ZONK;(
6862,trust,"Kebangkitan Nasional menjadi momentum berharga bagi bangsa.\n\nBangkit dari terkungkungnya pemikiran dan ideologi yang terbelakang.\n\nSudah saatnya langkah maju bersatu untuk bangsa kita yang kuat.\n\nLawan perpecahan, Bela negara...\nLawan teror, Satukan bangsa...\n\n\Selamat Hari Kebangkitan Nasional\"
6863,trust,Gus Sholah memberikan arahan kepada Barisan Gus Sholah untuk merapatkan diri guna memenangkan pasangan Khofifah Ind…
6864,fear,kadang aku terasa sesuatu. takut. takut akan tidak memperoleh yang aku ingini. takut akan kehilangan yang aku ada. takut akan semuanya berubah sekelip mata.
6865,joy,Inilah program yg akan mudah dilaksanakan karena terukur untuk Jawa Timur makmur...\n#SedulurNgaji \n#GustiKediri…
6866,anger,@haszbullah @Sugeng40761234 @MRomahurmuziy halah bacot gembel warnet. dicari emak lu tuh.
6867,anger,[USERNAME] [USERNAME] [USERNAME] Apakah bisa di anggap saudara jika mreka akan membubarkan acara ustadz yg akan memberikan tausiah ilmu kpd kami???mikir dikit napa??
6868,trust,ga asyik..4 ok dedidedi
6869,trust,"Rencanakan masa depan dengan baik dan penuh berkah bersama Sakinah Multipro Link.\n\nDengan manfaat proteksi jiwa dan investasi yang dikelola dengan prinsip syariah, Anda juga bisa menyiapkan berbagai kebutuhan seperti perencanaan haji dan umroh. Pilih metode pembayaran kontribusi yang cocok untuk Anda: mulai dari bulanan, semesteran, triwulan & tahunan\n\nSiapkan bekal perlindungan yang lebih amanah bersama Sakinah Multipro Link. Hubungi kami di 1-500-045 untuk info lebih lengkap."
6870,anticipation,"Sudah tahu waktu yang tepat untuk membagikan konten di Instagram?\n\nBulan Maret lalu, kami melakukan studi kasus kepada 13 E-Commerce di Indonesia. Faktanya, rentang waktu 12.00 – 15.00 merupakan waktu yang cocok untuk membagikan konten di Instagram.\n\nHal ini pun dibuktikan oleh salah satu konten dengan engagement tertinggi di industri E-Commerce yang dibagikan pada rentang waktu tersebut oleh @tokopedia.\n\nIngin belajar lebih lanjut bagaimana Brand E-Commerce Indonesia mengoptimalkan media sosial mereka? Dapatkan laporan selengkapnya di indsight.nolimit.id\n\n#LearningandImprove #ImproveYourEngagement #EngagementRate #EngageMore"
6871,joy,Laporan Pertandingan: #Persib Bandung 2-0 #Persipura Jayapura: Duet N'Douaasel dan Bauman kembali menyumbang gol un…
6872,trust,"“Suara dukungan para pedagang di rembang mengarah dan menginginkan @cakimiNOW bisa menjadi cawapres @jokowi,” …"
6873,fear,Kami terteror bencana yg sewaktu2 bisa hadir kpn saja karena hutan lereng selatan rusak akibat pembangunan pltpb\n\n#saveslamet \n#savehumanity
6874,anger,"Jihad!!!  Dien Islam lewat penerapan syariat, bukan islam state melulu, buktikan Allah yang Sejati"
6875,anger,"Ngomongnya sih ayo kita sama sama sampek 12windu lagi atau lebih.. Tp giliran skrng di chat ga balas, di telpon di reject, diajak ketemuan bilang sibuk.. Pokoknya ada deh jutaan alasan kerbaushit-nya.. Kalo mau ngindarin itu bilang aja sih, gausah gitu.. Classic bgt anjir"
6876,anger,"Sebel banget deh kalo ada senior kerja yang kek gini Teh, tauuuuuuuu.... Teiung. Belom selesai nanya loh,udah di jawab, untung lagi ga pegang pisau."
6877,fear,"Bingung lvl bbrp bulan terakhir muka kering parah, pake yg biasa udah nggak mempan padahal biasanya kulit muka mentul2 lembab enak banget. Trusan ganti produk malah rusak mukanya, ganti lagi jadi mendingan tp msh kering. Dilema mo ganti lagi apa balik ke yg dulu apa ganti yg lain"
6878,trust,@fadlizon @Gerindra Itulah yg namanya ikhtiar dlm sebuah perjuangan untuk mencapai suatu tujuan yg mulia...klo buka…
6879,anger," Kalau mewujudkan keadilan sosial hanya sebatas bangun infrastruktur ya cetek sekali pemikiranmu. Kamu jg harus tau infrastruktur dibangun dari hutang miliaran dollar, artinya"
